Bradi1g37410|Bdistachyon	Dehydrin 5	Dehydrin	Dehydrin DHN5	Cold shock protein CS66	Uncharacterized protein	Dehydrin-/LEA group 2-like protein	Cold shock protein CS66	Uncharacterized protein	Cold-shock protein CS120	Dehydrin 5 (Fragment)
Carubv10018719m.g|Crubella	Uncharacterized protein	Putative uncharacterized protein	Dehydrin Xero 1	Dehydrin 3	Uncharacterized protein	Uncharacterized protein	Uncharacterized protein	Dehydrin Xero 2	Predicted protein	Uncharacterized protein
Carubv10025232m.g|Crubella	Uncharacterized protein	Predicted protein	Probable dehydrin LEA	Uncharacterized protein	Uncharacterized protein	Dehydrin	Dehydrin	Late embryogenesis abundant protein	48 kDa dehydrin-like protein	44 kDa dehydrin-like protein
Carubv10027206m.g|Crubella	Uncharacterized protein	Uncharacterized protein	Dehydrin Rab18	Dehydrin Rab18	Uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	Uncharacterized protein	Dehydrin 3	48 kDa dehydrin-like protein
evm.TU.supercontig_106.3|Cpapaya	Dehydrin 3	48 kDa dehydrin-like protein	60 kDa dehydrin-like protein	Dehydrin protein	Dehydrin	Late embryogenesis abundant protein, putative	Dehydrin DH2a	DH2 dehydrin	Dehydrin DH2b	Uncharacterized protein
evm.TU.supercontig_6.176|Cpapaya	Dehydrin 3	Uncharacterized protein	Dehydrin 1	Dehydrin 3 (Fragment)	Uncharacterized protein	Dhn1 protein	Dehydrin	Dehydrin 1	Uncharacterized protein	Dehydrin 2
Ciclev10029285m.g|Cclementina	Uncharacterized protein	48 kDa dehydrin-like protein	60 kDa dehydrin-like protein	Late embryogenesis abundant protein, putative	Dehydrin protein	Uncharacterized protein	Dehydrin	44 kDa dehydrin-like protein	Putative dehydrin LEA	Uncharacterized protein
Ciclev10026675m.g|Cclementina	Uncharacterized protein	48 kDa dehydrin-like protein	Dehydrin 3	44 kDa dehydrin-like protein	Uncharacterized protein	Uncharacterized protein	Dhn1 protein	Dehydrin-like protein (Fragment)	Dehydrin	Dehydrin
orange1.1g042612m.g|Csinensis	Uncharacterized protein	48 kDa dehydrin-like protein	Dehydrin 3	44 kDa dehydrin-like protein	Uncharacterized protein	Dehydrin	Uncharacterized protein	Dehydrin-like protein (Fragment)	Dhn1 protein	DHN2
orange1.1g028210m.g|Csinensis	Uncharacterized protein	48 kDa dehydrin-like protein	60 kDa dehydrin-like protein	Late embryogenesis abundant protein, putative	Uncharacterized protein	Dehydrin protein	Dehydrin	Dehydrin 3	44 kDa dehydrin-like protein	Uncharacterized protein
orange1.1g046026m.g|Csinensis	Uncharacterized protein	48 kDa dehydrin-like protein	Dehydrin 3	44 kDa dehydrin-like protein	Uncharacterized protein	Uncharacterized protein	Dhn1 protein	Dehydrin-like protein (Fragment)	Dehydrin	Dehydrin
Cucsa.106380|Csativus	48 kDa dehydrin-like protein	44 kDa dehydrin-like protein	60 kDa dehydrin-like protein	Dehydrin 3	Dehydrin	Dehydrin	Putative dehydrin	Uncharacterized protein	DHN2	Uncharacterized protein
Cucsa.109360|Csativus	48 kDa dehydrin-like protein	60 kDa dehydrin-like protein	44 kDa dehydrin-like protein	Uncharacterized protein	Dehydrin protein	Dehydrin 3	Putative uncharacterized protein	Dehydrin	Late embryogenesis abundant protein, putative	Uncharacterized protein
Eucgr.J02380|Egrandis	Dehydrin 3 (Fragment)	48 kDa dehydrin-like protein	44 kDa dehydrin-like protein	Dehydrin 3	Uncharacterized protein	Uncharacterized protein	Dehydrin	Dehydrin	Dhn1 protein	Dehydrin
Eucgr.I02395|Egrandis	Dehydrin 1	Dehydrin 3	Putative dehydrin (Fragment)	Uncharacterized protein	Dehydrin	Putative dehydrin	Dehydrin Rab18	Dehydrin 1	Dehydrin Rab18	Dehydrin (Fragment)
Eucgr.I02392|Egrandis	Dehydrin 1	Dehydrin 3	48 kDa dehydrin-like protein	Dehydrin	Dehydrin	Dehydrin 1	60 kDa dehydrin-like protein	Dehydrin	Dehydrin-like protein (Fragment)	Dehydrin 2
gene14940-v1.0-hybrid|Fvesca	Dehydrin 3	Dehydrin-like protein (Fragment)	Dehydrin	Uncharacterized protein	48 kDa dehydrin-like protein	Dehydrin	Dehydrin 2	44 kDa dehydrin-like protein	Dehydrin (Fragment)	Dehydrin 1
gene21840-v1.0-hybrid|Fvesca	Dynein heavy chain	Uncharacterized protein (Fragment)	48 kDa dehydrin-like protein	Uncharacterized protein	Leucine-rich repeat-containing protein	44 kDa dehydrin-like protein	Uncharacterized protein	Late embryogenesis abundant protein, putative	Uncharacterized protein	Dehydrin
gene14934-v1.0-hybrid|Fvesca	Dehydrin 3	Dehydrin 2	Abscisic acid response protein	DHN	Dehydrin	Dehydrin 1	Dehydrin 1	Uncharacterized protein	Uncharacterized protein	Dhn1 protein
gene14935-v1.0-hybrid|Fvesca	Dehydrin 3	Dehydrin Xero 2	Uncharacterized protein	Dehydrin	Dehydrin-like protein (Fragment)	Predicted protein	Uncharacterized protein	Dhn1 protein	Putative uncharacterized protein	Uncharacterized protein
gene14938-v1.0-hybrid|Fvesca	Dehydrin	Dehydrin 3	Dehydrin-like protein (Fragment)	Dehydrin (Fragment)	Uncharacterized protein	Dehydrin	Dehydrin 2	48 kDa dehydrin-like protein	Dehydrin (Fragment)	Dehydrin 7
Gorai.012G154800|Graimondii	48 kDa dehydrin-like protein	Dehydrin 3	Putative uncharacterized protein	Dehydrin protein	Dehydrin	Dehydrin 4	44 kDa dehydrin-like protein	Uncharacterized protein	Dehydrin	Dehydrin
Gorai.007G199900|Graimondii	Dehydrin	Dehydrin	Late embryogenesis abundant protein D-11	48 kDa dehydrin-like protein	Dehydrin 3	44 kDa dehydrin-like protein	60 kDa dehydrin-like protein	Dehydrin 1	Dehydrin 3 (Fragment)	Dehydrin 1
Lus10025983.g|Lusitatissimum	Dehydrin 3	Dehydrin	Dehydrin-like protein (Fragment)	Uncharacterized protein	Dehydrin	Dehydrin	Dehydrin 1	Dehydrin Xero, putative	Dehydrin 7	Dehydrin Xero, putative
Lus10014280.g|Lusitatissimum	Dehydrin	Dehydrin-like protein (Fragment)	Dehydrin 3	Uncharacterized protein	Dehydrin 1	Uncharacterized protein	Uncharacterized protein	Dhn1 protein	Dehydrin 1	Dehydrin
MDP0000868044|Mdomestica	Dehydrin 3	Dehydrin 1	Dehydrin 1	DHN	Abscisic acid response protein	Dehydrin 2	Dehydrin	Dehydrin-like protein (Fragment)	Uncharacterized protein	Dehydrin 3
MDP0000868045|Mdomestica	Dehydrin 1	Dehydrin 1	Dehydrin 3	Dehydrin-like protein (Fragment)	DHN	Dehydrin 2	Abscisic acid response protein	Dehydrin	48 kDa dehydrin-like protein	Uncharacterized protein
MDP0000360414|Mdomestica	Dehydrin 3	Dehydrin	Dehydrin-like protein (Fragment)	Dehydrin 4	Uncharacterized protein	Dehydrin	Dehydrin 2	Dehydrin 7	Dehydrin (Fragment)	Dehydrin 3
MDP0000698024|Mdomestica	Dehydrin 3	Dehydrin 2	Dehydrin	Dehydrin	Dehydrin-like protein (Fragment)	Uncharacterized protein	Dehydrin 7	Dehydrin 4	Dehydrin (Fragment)	Dehydrin (Fragment)
MDP0000629961|Mdomestica	Uncharacterized protein	48 kDa dehydrin-like protein	44 kDa dehydrin-like protein	Uncharacterized protein	Uncharacterized protein	Predicted protein	Dehydrin	Dehydrin	Uncharacterized protein	Uncharacterized protein
cassava4.1_018057m.g|Mesculenta	Dehydrin	48 kDa dehydrin-like protein	44 kDa dehydrin-like protein	Dehydrin 3	Dhn1 protein	Uncharacterized protein	Dehydrin Xero, putative	Uncharacterized protein	Dehydrin 3 (Fragment)	Dehydrin
cassava4.1_029213m.g|Mesculenta	Dehydrin protein	Dehydrin	Late embryogenesis abundant protein, putative	48 kDa dehydrin-like protein	44 kDa dehydrin-like protein	Uncharacterized protein	Dehydrin 5	Uncharacterized protein	Dehydrin	Dehydrin
Medtr3g117190|Mtruncatula	Dehydrin	Dehydrin	Y3SK2 dehydrin	Putative uncharacterized protein	Dehydrin	48 kDa dehydrin-like protein	Dehydrin 3	Uncharacterized protein	44 kDa dehydrin-like protein	Late embryogenesis abundant protein group 2 protein dehydrin
LOC_Os11g26790|Osativa	Water stress-inducible protein Rab21	Water stress-inducible protein Rab21	Uncharacterized protein	Uncharacterized protein	Dehydrin	Uncharacterized protein	Uncharacterized protein	Dehydrin Rab16B	Dehydrin1	Dehydrin DHN1
LOC_Os11g26780|Osativa	Dehydrin Rab16B	Uncharacterized protein	Dehydrin Rab16B	Putative dehydrin RAB	Dehydrin Rab16C	Dehydrin Rab16C	Uncharacterized protein	Uncharacterized protein	Uncharacterized protein	Uncharacterized protein
LOC_Os11g26750|Osativa	Dehydrin Rab16D	Dehydrin Rab16D	Uncharacterized protein	Uncharacterized protein	Uncharacterized protein	Uncharacterized protein	Putative dehydrin RAB	Dehydrin Rab16B	Uncharacterized protein	Dehydrin 3
LOC_Os11g26760|Osativa	Dehydrin Rab16C	Dehydrin Rab16C	Uncharacterized protein	Uncharacterized protein	Dehydrin Rab16B	Putative dehydrin RAB	Dehydrin Rab16B	Uncharacterized protein	Uncharacterized protein	Uncharacterized protein
LOC_Os11g26570|Osativa	Dehydrin family protein, expressed	Putative uncharacterized protein	Uncharacterized protein	Putative uncharacterized protein	Uncharacterized protein	Putative uncharacterized protein	Predicted protein	Dehydrin	Uncharacterized protein	Uncharacterized protein
Phvul.009G005300|Pvulgaris	Uncharacterized protein	48 kDa dehydrin-like protein	Dehydrin	Putative uncharacterized protein	44 kDa dehydrin-like protein	Y3SK2 dehydrin	Dehydrin	Dehydrin	Putative dehydrin LEA	Putative uncharacterized protein
Potri.009G120100|Ptrichocarpa	Uncharacterized protein	Dehydrin 5	Uncharacterized protein	Dehydrin 6	Late embryogenesis abundant protein, putative	48 kDa dehydrin-like protein	Dehydrin protein	Dehydrin	44 kDa dehydrin-like protein	Putative uncharacterized protein
ppa011637m.g|Ppersica	Dehydrin 2	Abscisic acid response protein	DHN	Dehydrin 3	Dehydrin 1	Dehydrin-like protein (Fragment)	Dehydrin 1	Dehydrin	Uncharacterized protein	48 kDa dehydrin-like protein
ppa010975m.g|Ppersica	Uncharacterized protein	Uncharacterized protein	48 kDa dehydrin-like protein	44 kDa dehydrin-like protein	Late embryogenesis abundant protein, putative	Dehydrin protein	Uncharacterized protein	Uncharacterized protein	Dehydrin 4	Uncharacterized protein
30131.t000233|Rcommunis	Late embryogenesis abundant protein, putative	Dehydrin protein	Dehydrin	48 kDa dehydrin-like protein	Dehydrin 5	Uncharacterized protein	Uncharacterized protein	Dehydrin	Dehydrin	Uncharacterized protein
29634.t000016|Rcommunis	Dehydrin Xero, putative	Dehydrin 3	48 kDa dehydrin-like protein	Dehydrin	Dehydrin-like protein (Fragment)	Dehydrin	44 kDa dehydrin-like protein	Dehydrin Xero, putative	Uncharacterized protein	Dehydrin (Fragment)
29634.t000017|Rcommunis	Dehydrin Xero, putative	Dehydrin	Dehydrin 3	Dehydrin Xero, putative	Dehydrin 3 (Fragment)	Dehydrin	DHN2	Uncharacterized protein	Dehydrin 2	DHN
Si003298m.g|Sitalica	Uncharacterized protein	Uncharacterized protein	Cold shock protein CS66	Dehydrin 5	Dehydrin DHN5	Dehydrin	Putative RAB protein	Dehydrin-/LEA group 2-like protein	Dehydrin	Cold shock protein CS66
Si003296m.g|Sitalica	Uncharacterized protein	Uncharacterized protein	Cold shock protein CS66	Dehydrin 5	Dehydrin DHN5	Dehydrin	Putative RAB protein	Dehydrin-/LEA group 2-like protein	Uncharacterized protein	Dehydrin
Si026583m.g|Sitalica	Uncharacterized protein	Putative uncharacterized protein Sb10g003700	Putative uncharacterized protein	Uncharacterized protein	Uncharacterized protein	Uncharacterized protein	Uncharacterized protein	Predicted protein	Dehydrin	Uncharacterized protein
Si026926m.g|Sitalica	Uncharacterized protein	Cold shock protein CS66	Dehydrin 5	Dehydrin DHN5	Dehydrin	Dehydrin1	Dehydrin DHN1	RAB17 protein	Dehydrin	Dehydrin
Solyc01g109920.2|Slycopersicum	Uncharacterized protein	Uncharacterized protein	48 kDa dehydrin-like protein	Uncharacterized protein	Dehydrin DH2a	44 kDa dehydrin-like protein	Uncharacterized protein	Dehydrin DH2b	Dehydrin	Dehydrin
Solyc02g084840.2|Slycopersicum	Uncharacterized protein	Uncharacterized protein	Dhn1 protein	Dhn1 protein (Fragment)	Dehydrin	Dhn1 protein (Fragment)	48 kDa dehydrin-like protein	60 kDa dehydrin-like protein	44 kDa dehydrin-like protein	Dehydrin 3
Solyc02g084850.2|Slycopersicum	Abscisic acid and environmental stress-inducible protein TAS14	Uncharacterized protein	TAS14 peptide	Abscisic acid and environmental stress-inducible protein TAS14	85 kDa cold acclimation protein	Dehydrin-like protein	Dehydrin	Dehydrin 3	Dehydrin 1	Dehydrin 7
Solyc02g062390.2|Slycopersicum	Uncharacterized protein	Uncharacterized protein	Dehydrin 3	Dehydrin 5	Dehydrin DHN5	Dehydrin	Dehydrin 1	Dehydrin-/LEA group 2-like protein	Dehydrin 1	Uncharacterized protein
PGSC0003DMG400030949|Stuberosum	Uncharacterized protein	Uncharacterized protein	48 kDa dehydrin-like protein	DH2 dehydrin	Dehydrin DH2a	Dehydrin DH2b	44 kDa dehydrin-like protein	Uncharacterized protein	Uncharacterized protein	Uncharacterized protein
PGSC0003DMG400003531|Stuberosum	Uncharacterized protein	Dhn1 protein	Uncharacterized protein	Dhn1 protein (Fragment)	Dhn1 protein (Fragment)	Dehydrin	48 kDa dehydrin-like protein	Dehydrin 3	60 kDa dehydrin-like protein	44 kDa dehydrin-like protein
PGSC0003DMG400003530|Stuberosum	Uncharacterized protein	TAS14 peptide	Abscisic acid and environmental stress-inducible protein TAS14	Abscisic acid and environmental stress-inducible protein TAS14	Dehydrin-like protein	Dehydrin 3	Desiccation-related protein clone PCC6-19	Dehydrin 7	Dehydrin 1	Dehydrin
Thecc1EG006835|Tcacao	48 kDa dehydrin-like protein	44 kDa dehydrin-like protein	60 kDa dehydrin-like protein	Dehydrin protein	Dehydrin	Dehydrin	Late embryogenesis abundant protein, putative	Dehydrin	Uncharacterized protein	Uncharacterized protein
Thecc1EG000300|Tcacao	48 kDa dehydrin-like protein	Dehydrin	44 kDa dehydrin-like protein	Dehydrin	Late embryogenesis abundant protein D-11	Dehydrin 3	Dehydrin 2	Dehydrin 3 (Fragment)	Abscisic acid response protein	60 kDa dehydrin-like protein
Thhalv10000340m.g|Esalsugineum	Uncharacterized protein	Predicted protein	Uncharacterized protein	Dehydrin	Dehydrin	Late embryogenesis abundant protein	Uncharacterized protein	Probable dehydrin LEA	48 kDa dehydrin-like protein	44 kDa dehydrin-like protein
Thhalv10004906m.g|Esalsugineum	Uncharacterized protein	Putative uncharacterized protein	Uncharacterized protein	Uncharacterized protein	Dehydrin Rab18	Putative uncharacterized protein	Dehydrin Rab18	Dehydrin	Uncharacterized protein	Dehydrin 3
Thhalv10010821m.g|Esalsugineum	Uncharacterized protein	Uncharacterized protein	Dehydrin 3	Dehydrin Xero 1	Putative uncharacterized protein	Dehydrin Xero 2	Uncharacterized protein	Uncharacterized protein	Uncharacterized protein	Putative uncharacterized protein (Fragment)
GSVIVG01018878001|Vvinifera	Dehydrin 1	Dehydrin 1a	Dehydrin 1	Dehydrin 1	DHN1a	Dehydrin 1	Dehydrin 1	Dehydrin 1	Dehydrin 1	Putative uncharacterized protein
GSVIVG01023824001|Vvinifera	Putative uncharacterized protein	Dehydrin 4	48 kDa dehydrin-like protein	44 kDa dehydrin-like protein	Dehydrin protein	Late embryogenesis abundant protein, putative	Dehydrin	Dehydrin	Dehydrin	Uncharacterized protein
GRMZM2G098750|Zmays	Uncharacterized protein	Putative uncharacterized protein	Uncharacterized protein	Putative uncharacterized protein Sb10g003700	Uncharacterized protein	Dehydrin 3	Dehydrin	Uncharacterized protein	Dehydrin-like protein (Fragment)	Uncharacterized protein
GRMZM2G052364|Zmays	Uncharacterized protein	Putative uncharacterized protein	Uncharacterized protein	Putative uncharacterized protein Sb10g003700	Uncharacterized protein	Dehydrin	Dehydrin 3	Dehydrin-like protein (Fragment)	Uncharacterized protein	Uncharacterized protein
GRMZM2G079440|Zmays	Dehydrin1	Dehydrin DHN1	RAB17 protein	Lea2	Uncharacterized protein	Dehydrin 5	Dehydrin	Dehydrin	Dehydrin DHN5	Dehydrin
chr2.CM0310.270.r2.m|Ljaponicus	Uncharacterized protein	Cold-acclimation specific protein 31	Dehydrin 3	Y2K4 dehydrin variant G1 (Fragment)	Dehydrin	Cold-acclimation specific protein 30	Y2K4 dehydrin variant G2 (Fragment)	Dehydrin	48 kDa dehydrin-like protein	Y2K4 dehydrin variant G2 (Fragment)
C.cajan_35494|Ccajan	CPRD22 protein	Dehydrin	Dehydrin	Dehydrin	Maturation-associated protein	Dehydrin-like protein	Uncharacterized protein	Lea protein	Dehydrin	Maturation protein
Ca_12999|Carietinum	Dehydrin 1	Dehydrin	Dehydrin 2	Dehydrin 3	Dehydrin DHN3	Dehydrin DHN2	Dehydrin DHN1	Dehydrin a	48 kDa dehydrin-like protein	Dehydrin
Aquca_007_00288|Acoerulea	Dehydrin 3	Uncharacterized protein	Dehydrin Xero 2	Dehydrin	Dehydrin	Dehydrin-like protein (Fragment)	Cold-acclimation specific protein 31	Uncharacterized protein	Dehydrin 4	Predicted protein
327864|Alyrata	Putative uncharacterized protein	Dehydrin family protein	Uncharacterized protein	Uncharacterized protein	Uncharacterized protein	44 kDa dehydrin-like protein	Dehydrin	Dehydrin	Uncharacterized protein	Predicted protein
AT4G39130|Athaliana	Dehydrin family protein	Putative uncharacterized protein	Uncharacterized protein	Uncharacterized protein	Uncharacterized protein	44 kDa dehydrin-like protein	48 kDa dehydrin-like protein	Late embryogenesis abundant protein	Predicted protein	Dehydrin
Gorai.008G030800|Graimondii	48 kDa dehydrin-like protein	Putative uncharacterized protein	Dehydrin 4	44 kDa dehydrin-like protein	Dehydrin protein	Dehydrin	60 kDa dehydrin-like protein	Putative dehydrin LEA	Late embryogenesis abundant protein, putative	Uncharacterized protein
Lus10017977.g|Lusitatissimum	Uncharacterized protein	Dehydrin protein	Dehydrin DH2b	Dehydrin DH2a	DH2 dehydrin	Uncharacterized protein	48 kDa dehydrin-like protein	Dehydrin 3	Uncharacterized protein	Dehydrin
Lus10041969.g|Lusitatissimum	Dehydrin protein	Dehydrin DH2b	Uncharacterized protein	Dehydrin DH2a	DH2 dehydrin	48 kDa dehydrin-like protein	Uncharacterized protein	Uncharacterized protein	Uncharacterized protein	Dehydrin 3
MDP0000862169|Mdomestica	Dehydrin 5	Dehydrin 4	Dehydrin 6	Dehydrin 6	Dehydrin 3	Dehydrin	Predicted protein	Dehydrin	Dehydrin-like protein (Fragment)	Uncharacterized protein
MDP0000265874|Mdomestica	Dehydrin 6	Dehydrin 6	Dehydrin	Dehydrin 3	Dehydrin 4	Dehydrin 5	Dehydrin	Dehydrin-like protein (Fragment)	Glycine rich protein (Fragment)	Uncharacterized protein
Phvul.004G158800|Pvulgaris	Uncharacterized protein	CPRD22 protein	Dehydrin	Dehydrin	Dehydrin protein (Fragment)	Dehydrin-like protein	Uncharacterized protein	Dehydrin	Maturation-associated protein	Dehydrin
ppa005514m.g|Ppersica	Dehydrin	Dehydrin-like protein (Fragment)	Uncharacterized protein	Dehydrin (Fragment)	Dehydrin (Fragment)	Dehydrin 3	Dehydrin 1 (Fragment)	Dehydrin	Dehydrin 7	Dehydrin 2
ppa009997m.g|Ppersica	Uncharacterized protein	Dehydrin-like protein (Fragment)	Dehydrin	Uncharacterized protein	Dehydrin 5	Dehydrin 4	Dehydrin 3	Dehydrin (Fragment)	Dehydrin (Fragment)	Dehydrin 2
MA_474985g0010|Pabies	Putative uncharacterized protein	Putative dehydrin	Putative uncharacterized protein	Putative uncharacterized protein	Dehydrin	Dehydrin	Dehydrin 9 protein (Fragment)	Dehydrin 9 protein (Fragment)	Dehydrin 9 protein (Fragment)	Dehydrin 9 protein (Fragment)
MA_86965g0010|Pabies	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	Dehydrin	Dehydrin 9 (Fragment)	Putative dehydrin	Dehydrin 9 (Fragment)	Dehydrin 9 (Fragment)	Dehydrin 9 (Fragment)
MA_65580g0010|Pabies	Putative dehydrin	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	Dehydrin	Dehydrin	Dehydrin 9 (Fragment)	Dehydrin 9 (Fragment)	Dehydrin 9 (Fragment)	Dehydrin 9 protein (Fragment)
MA_187114g0010|Pabies	Putative uncharacterized protein	Putative dehydrin	Dehydrin	Dehydrin	Dehydrin	Putative uncharacterized protein	Dehydrin 9 (Fragment)	Dehydrin-like protein	Dehydrin 9 (Fragment)	Dehydrin 9 (Fragment)
MA_45025g0010|Pabies	Cold acclimation protein 1	Cold acclimation protein CAP1.1	Putative uncharacterized protein	Cold acclimation protein 1	Cold acclimation protein CAP1.2	Putative cold acclimation protein (Fragment)	Putative cold acclimation protein (Fragment)	Cold acclimation protein Picg5-1	Putative uncharacterized protein	Cold acclimation protein Picg5-2b (Fragment)
MA_95995g0010|Pabies	Putative uncharacterized protein	Cold acclimation protein 1	Putative uncharacterized protein	Putative uncharacterized protein	Dehydrin 1	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	Cold acclimation protein CAP1.1	Cold acclimation protein 1
MA_104214g0010|Pabies	Dehydrin	Putative uncharacterized protein	Putative uncharacterized protein	Putative dehydrin	Putative uncharacterized protein	Dehydrin 2 (Fragment)	Dehydrin 2 (Fragment)	Dehydrin 2 (Fragment)	Dehydrin-like protein (Fragment)	Dehydrin 2 (Fragment)
MA_43017g0010|Pabies	Cold acclimation protein CAP1.1	Putative uncharacterized protein	Cold acclimation protein 1	Cold acclimation protein 1	Cold acclimation protein CAP1.2	Putative cold acclimation protein (Fragment)	Putative cold acclimation protein (Fragment)	Cold acclimation protein Picg5-2b (Fragment)	Cold acclimation protein Picg5-1	Putative uncharacterized protein
MA_9972323g0010|Pabies	Dehydrin-like protein	Putative uncharacterized protein	Putative uncharacterized protein	Dehydrin 2	Dehydrin 2	Dehydrin 2	Putative uncharacterized protein	Putative dehydrin	Dehydrin	Putative uncharacterized protein
MA_130855g0010|Pabies	Putative uncharacterized protein	Putative uncharacterized protein	Putative dehydrin	Putative uncharacterized protein	Dehydrin	Dehydrin	Dehydrin 9 (Fragment)	Dehydrin 9 (Fragment)	Dehydrin 9 protein (Fragment)	Dehydrin 9 protein (Fragment)
MA_107783g0020|Pabies	Putative uncharacterized protein	Cold acclimation protein CAP1.1	Cold acclimation protein 1	Cold acclimation protein 1	Cold acclimation protein CAP1.2	Putative cold acclimation protein (Fragment)	Dehydrin 3	Putative uncharacterized protein	Cold acclimation protein Picg5-1	Putative cold acclimation protein (Fragment)
MA_151075g0010|Pabies	Dehydrin-like protein	Putative uncharacterized protein	Putative uncharacterized protein	Dehydrin 2	Dehydrin 2	Dehydrin 2	Putative uncharacterized protein	Putative dehydrin	Dehydrin	Putative uncharacterized protein
MA_120345g0010|Pabies	Dehydrin-like protein	Dehydrin 2	Dehydrin 2	Putative uncharacterized protein	Putative uncharacterized protein	Dehydrin 2	Putative uncharacterized protein	Dehydrin	Putative dehydrin	Putative uncharacterized protein
Glyma.17G187600|Gmax	SRC1	Uncharacterized protein	Putative uncharacterized protein	Uncharacterized protein	Low temperature inducible SLTI66	Uncharacterized protein	KS-type dehydrin SLTI629	Dehydrin	Maturation-associated SRC1-like protein	Cold and drought regulatory protein
Glyma.19G114700|Gmax	Uncharacterized protein	KS-type dehydrin SLTI629	Uncharacterized protein	Putative uncharacterized protein	Drought-induced protein	Uncharacterized protein	Cold dehydrin	Cold dehydrin (Fragment)	Cold dehydrin	Uncharacterized protein
Glyma.16G037900|Gmax	Uncharacterized protein	Putative uncharacterized protein	Uncharacterized protein	KS-type dehydrin SLTI629	Uncharacterized protein	Drought-induced protein	Uncharacterized protein	Cold-induced protein	SRC1	Putative uncharacterized protein
Glyma.16G038000|Gmax	Uncharacterized protein	Uncharacterized protein	KS-type dehydrin SLTI629	Uncharacterized protein	Drought-induced protein	Putative uncharacterized protein	Dehydrin	Uncharacterized protein	SRC1	Maturation-associated SRC1-like protein
Glyma.04G009400|Gmax	Uncharacterized protein	Dehydrin	Dehydrin protein	Phosphoprotein ECPP44, putative	Dehydrin 1	Uncharacterized protein	Dehydrin 2	Dehydrin	Dehydrin	Uncharacterized protein
Glyma.13G201300|Gmax	Uncharacterized protein	Uncharacterized protein	48 kDa dehydrin-like protein	44 kDa dehydrin-like protein	Dehydrin	Putative uncharacterized protein	Y3SK2 dehydrin	60 kDa dehydrin-like protein	Late embryogenesis abundant protein group 2 protein dehydrin	Dehydrin
Glyma.04G009900|Gmax	Dehydrin	Putative uncharacterized protein	Y3SK2 dehydrin	Dehydrin	48 kDa dehydrin-like protein	Dehydrin 3	Dehydrin	Uncharacterized protein	Late embryogenesis abundant protein group 2 protein dehydrin	60 kDa dehydrin-like protein
Glyma.09G185500|Gmax	Dehydrin-like protein	Uncharacterized protein	Maturation-associated protein	Dehydrin	Dehydrin	Putative dehydrin (Fragment)	Dehydrin	Lea protein	Maturation protein	Dehydrin
Glyma.07G090400|Gmax	Maturation protein	Dehydrin	Lea protein	Dehydrin	Dehydrin	Putative dehydrin (Fragment)	Dehydrin-like protein	Uncharacterized protein	Maturation-associated protein	Dehydrin
Glyma.12G235800|Gmax	Maturation protein	Dehydrin	Lea protein	Dehydrin	Dehydrin	Putative dehydrin (Fragment)	Dehydrin-like protein	Uncharacterized protein	Maturation-associated protein	Dehydrin
GSMUA_Achr11P16760_001|Macuminata	Uncharacterized protein	SK3-type dehydrin	Uncharacterized protein	Phosphoprotein ECPP44, putative	Putative uncharacterized protein	Dehydrin protein	Dehydrin	Dehydrin 1	Dehydrin 1	Dehydrin
GSMUA_Achr4G11310_001|Macuminata	Uncharacterized protein	48 kDa dehydrin-like protein	44 kDa dehydrin-like protein	DHN2	60 kDa dehydrin-like protein	Dehydrin 2	Dehydrin DH2b	Dehydrin 1	Dehydrin DH2a	Dehydrin 3
GSMUA_Achr4G21460_001|Macuminata	Uncharacterized protein	Dehydrin	Uncharacterized protein	DHN10	Low temperature inducible SLTI66	Uncharacterized protein	LIP5	Uncharacterized protein	Dehydrin family protein, expressed	Uncharacterized protein
GSMUA_Achr4P22680_001|Macuminata	Dehydrin	Uncharacterized protein	Uncharacterized protein	Cold stress-induced protein	Dehydrin 10	Dehydrin 13	SRC1	Uncharacterized protein	Dehydrin 13	Dehydrin 13
Achn256121|Achinensis	Uncharacterized protein	Dehydrin 10	Dehydrin 3	Iron transport protein 2	Dehydrin 10	Uncharacterized protein	Uncharacterized protein	Drought-induced protein	Dehydrin 9-1 (Fragment)	Water stress-induced protein
Achn135571|Achinensis	48 kDa dehydrin-like protein	Dehydrin 3	44 kDa dehydrin-like protein	Dehydrin	DHN	60 kDa dehydrin-like protein	Uncharacterized protein	Dehydrin DH1b	Dehydrin DH1a	Uncharacterized protein
Achn363381|Achinensis	Dehydrin 2	Putative uncharacterized protein	Putative uncharacterized protein	85 kDa cold acclimation protein	Dehydrin-like protein (Fragment)	Uncharacterized protein	Dehydrin	Dehydrin 2	Dehydrin 4	Dehydrin 1
Achn232791|Achinensis	48 kDa dehydrin-like protein	44 kDa dehydrin-like protein	Dehydrin	Uncharacterized protein	Dehydrin 5	Dehydrin-like protein	Late embryogenesis abundant protein, putative	Putative uncharacterized protein	Dehydrin	Dehydrin
Achn252561|Achinensis	Dehydrin 2	Putative uncharacterized protein	Putative uncharacterized protein	Dehydrin 7	Dehydrin 1	Phosphoprotein ECPP44, putative	Dehydrin 2	Uncharacterized protein	Dehydrin	Uncharacterized protein
